aro4-Phe,2,0.0,0.002455546,0.005333697,0.008704682,0.012649458,0.017261004,0.022645615,0.028924167,0.036233233,0.044725944,0.054572414,0.065959517,0.079089747,0.094178839,0.11145181,0.131137038,0.153458081,0.178622993,0.206811152,0.238157862,0.272737477,0.310546212,0.351486379,0.395354123,0.441832919,0.490494833,0.540810899,0.592170828,0.643910892,0.6953475,0.745812934,0.794689359,0.841437495,0.885617332,0.926899569,0.965067854,1.000013064,1.03172158,1.060259798,1.085757021,1.108388463,1.128359655,1.145892985,1.161216746,1.174556666,1.186129758,1.196140152,1.20477656,1.212211009,1.218598532,1.224077531,1.228770598,1.232785611,1.236216981,1.239146956,1.241646912,1.243778587,1.245595234,1.247142685,1.248460304,1.249581846
aro4-Phe,3,0.0,0.0012573,0.002742006,0.004494556,0.006562303,0.009000594,0.011873961,0.015257449,0.01923803,0.023916114,0.029407076,0.035842746,0.043372747,0.052165514,0.062408809,0.074309438,0.088091844,0.103995169,0.122268351,0.143162788,0.166922198,0.193769431,0.223890285,0.257414832,0.294397293,0.334796188,0.378457076,0.425100641,0.474318857,0.525581472,0.578253849,0.631625596,0.684947599,0.737473521,0.788500984,0.837407687,0.883678715,0.926922874,0.966877727,1.003404546,1.036475536,1.066156077,1.092584721,1.115953172,1.136487893,1.154434304,1.170043994,1.183564974,1.195234681,1.205275365,1.213891372,1.221267915,1.227570907,1.232947557,1.237527446,1.24142389,1.244735439,1.24754741,1.249933381,1.251956603,1.253671301
aro4+0.9 mM ,1,0.0,0.00084991,0.001823188,0.002937497,0.004212953,0.005672441,0.007341964,0.00925103,0.011433072,0.013925894,0.016772162,0.020019906,0.023723045,0.027941913,0.03274377,0.038203267,0.044402844,0.051433005,0.059392414,0.068387765,0.078533322,0.089950053,0.102764259,0.117105584,0.133104313,0.15088787,0.170576465,0.19227788,0.216081477,0.242051574,0.270220493,0.300581664,0.333083312,0.367623349,0.404046098,0.442141482,0.481647146,0.522253774,0.563613553,0.605351417,0.64707833,0.688405665,0.728959545,0.76839404,0.806402264,0.842724679,0.877154226,0.909538274,0.939777658,0.967823284,0.993670931,1.017354898,1.038941087,1.058520061,1.07620045,1.092102996,1.106355393,1.119087973,1.130430257,1.140508293,1.149442707
aro4+0.9 mM ,2,0.0,0.000508213,0.001094067,0.00176933,0.002547524,0.003444174,0.004477095,0.005666705,0.007036393,0.008612907,0.010426807,0.012512947,0.014911009,0.017666077,0.020829248,0.024458273,0.028618206,0.033382053,0.038831378,0.045056831,0.052158548,0.060246351,0.069439661,0.079867028,0.091665151,0.104977265,0.119950741,0.136733778,0.155471056,0.176298288,0.199335669,0.224680327,0.252398017,0.282514475,0.315007001,0.349797022,0.386744483,0.425644925,0.466230025,0.508172137,0.551092975,0.594576152,0.638182792,0.681469021,0.72400389,0.765386195,0.805258849,0.843319771,0.87932874,0.913110105,0.944551705,0.973600648,1.00025678,1.02456471,1.04660521,1.066486659,1.084337033,1.10029678,1.11451275,1.127133248,1.138304156
aro4+0.9 mM ,3,0.0,0.000519803,0.001119334,0.001810724,0.002607918,0.003526934,0.004586157,0.005806673,0.007212637,0.008831689,0.010695411,0.012839835,0.015305986,0.018140484,0.021396164,0.025132736,0.029417451,0.034325749,0.039941874,0.046359385,0.053681535,0.062021418,0.071501813,0.082254607,0.094419668,0.108143044,0.123574318,0.140863014,0.160153911,0.181581229,0.205261696,0.23128664,0.259713396,0.290556485,0.323779218,0.359286498,0.396919729,0.4364547,0.477603177,0.520018675,0.563306432,0.607037163,0.650763643,0.694038822,0.736433919,0.777554966,0.8170565,0.854651457,0.890116861,0.923295345,0.954092972,0.98247409,1.008454111,1.032091091,1.053476919,1.072728721,1.089980978,1.105378609,1.119071178,1.131208235,1.141935728
aro4 +8mM ,1,0.0,3.9737e-05,8.3973e-05,0.000133214,0.000188027,0.000249042,0.00031696,0.00039256,0.000476709,0.000570374,0.000674626,0.00079066,0.000919804,0.001063535,0.001223495,0.00140151,0.001599608,0.001820046,0.002065329,0.002338243,0.002641879,0.002979672,0.003355433,0.003773394,0.004238246,0.004755192,0.005330001,0.005969061,0.006679445,0.007468979,0.008346318,0.00932102,0.01040364,0.011605814,0.012940363,0.014421389,0.016064388,0.017886359,0.019905918,0.022143415,0.024621042,0.027362947,0.030395332,0.033746545,0.037447143,0.041529941,0.046030024,0.050984712,0.05643348,0.062417806,0.068980946,0.076167613,0.084023555,0.092595009,0.10192803,0.11206767,0.123057016,0.134936084,0.147740563,0.161500445,0.176238561
aro4 +8mM ,2,0.0,9.1605e-05,0.000193292,0.000306169,0.000431462,0.000570534,0.000724894,0.000896219,0.001086364,0.001297387,0.00153157,0.00179144,0.002079797,0.002399743,0.00275471,0.003148501,0.003585322,0.004069825,0.004607154,0.005202994,0.005863625,0.006595981,0.007407709,0.008307241,0.009303867,0.010407811,0.011630313,0.012983722,0.014481583,0.016138735,0.017971411,0.019997337,0.022235835,0.024707919,0.027436394,0.030445937,0.033763178,0.037416751,0.041437337,0.045857663,0.050712474,0.056038452,0.061874087,0.068259469,0.07523601,0.082846073,0.091132497,0.100138014,0.109904538,0.120472338,0.131879072,0.144158715,0.157340362,0.171446956,0.186493957,0.202487998,0.219425584,0.237291888,0.256059729,0.275688787,0.296125141
aro4 +8mM ,3,0.0,3.2034e-05,6.8057e-05,0.000108567,0.00015412,0.000205346,0.000262948,0.000327721,0.000400555,0.000482451,0.000574536,0.000678076,0.00079449,0.000925377,0.00107253,0.001237965,0.001423944,0.00163301,0.001868015,0.00213216,0.00242904,0.002762685,0.003137614,0.003558895,0.004032206,0.004563907,0.005161119,0.005831809,0.006584883,0.007430297,0.008379161,0.009443872,0.010638239,0.011977634,0.01347914,0.015161717,0.017046372,0.019156334,0.021517235,0.024157289,0.027107465,0.030401649,0.03407679,0.038173004,0.042733647,0.047805326,0.053437832,0.059683976,0.066599313,0.074241713,0.082670764,0.091946984,0.102130806,0.113281324,0.125454793,0.138702867,0.153070611,0.168594309,0.185299121,0.2031967,0.222282851
aro10 -Phe,1,0.0,0.002329717,0.005069937,0.00829076,0.012073397,0.0165116,0.021713143,0.027801308,0.034916265,0.043216247,0.052878342,0.064098664,0.077091635,0.092088024,0.109331332,0.129072115,0.151559813,0.177031767,0.205699302,0.237731045,0.273234138,0.312234541,0.354658256,0.400315821,0.448892734,0.499948322,0.552924906,0.607167897,0.661955849,0.716537818,0.770174062,0.822175461,0.871937301,0.918964105,0.962883763,1.003450897,1.040540825,1.074136411,1.104310451,1.131206134,1.155017655,1.175972467,1.194316065,1.210299674,1.224170837,1.236166652,1.246509279,1.255403282,1.263034394,1.269569322,1.275156294,1.27992608,1.2839933,1.287457874,1.290406512,1.292914177,1.295045465,1.29685589,1.298393055,1.299697696,1.300804622
aro10 -Phe,2,0.0,0.002275588,0.004994536,0.008240781,0.012113102,0.016727295,0.022218471,0.028743386,0.036482656,0.045642647,0.056456725,0.069185448,0.084115162,0.101554326,0.121826802,0.145261306,0.172176311,0.202859963,0.237545124,0.276380485,0.319399818,0.366492668,0.417380881,0.471605917,0.528531467,0.587364249,0.647193072,0.707042854,0.765937149,0.822960868,0.877314802,0.928355415,0.975616438,1.018812219,1.057825594,1.092684778,1.123534209,1.150603781,1.174179831,1.194579988,1.212132875,1.227162804,1.23997905,1.250868991,1.260094325,1.267889576,1.274462238,1.279993988,1.28464255,1.28854391,1.291814635,1.294554183,1.296847079,1.298764925,1.300368218,1.301707953,1.302827039,1.303761528,1.304541667,1.305192809,1.305736187
aro10 -Phe,3,0.0,0.001190162,0.002613211,0.004314052,0.006345959,0.008772019,0.011666755,0.01511796,0.019228699,0.024119477,0.029930487,0.036823851,0.044985678,0.054627717,0.065988262,0.079331873,0.094947346,0.113143268,0.13424038,0.15856001,0.18640795,0.218053494,0.253703945,0.293475824,0.337365068,0.385219743,0.436719685,0.491367813,0.548497131,0.607295579,0.666847987,0.726191159,0.784375316,0.840523753,0.893882929,0.943857334,0.990026515,1.032144906,1.070127521,1.104026026,1.133999858,1.160286506,1.183173921,1.202976902,1.220018225,1.234614546,1.247066627,1.257653174,1.266627522,1.27421644,1.280620427,1.286014988,1.290552495,1.294364349,1.297563244,1.300245382,1.302492583,1.304374212,1.305948925,1.307266212,1.308367756
aro10+0.9mM,1,0.0,0.001110168,0.002400261,0.003898976,0.00563943,0.007659775,0.010003891,0.012722145,0.015872208,0.019519936,0.02374028,0.028618216,0.034249655,0.040742269,0.048216175,0.056804373,0.066652817,0.077919967,0.090775637,0.105398941,0.121975101,0.1406909,0.161728592,0.185258145,0.21142782,0.24035327,0.272105586,0.306699002,0.344079248,0.38411383,0.426585602,0.471190993,0.517543951,0.565186123,0.613603089,0.662245619,0.710554189,0.75798449,0.804031476,0.848249759,0.890268726,0.929801491,0.96664767,1.000690605,1.031890188,1.060272656,1.08591873,1.108951316,1.129523707,1.147808946,1.163990724,1.178255947,1.19078896,1.201767278,1.21135864,1.219719139,1.226992225,1.233308375,1.238785242,1.243528154,1.247630824
aro10+0.9mM,2,0.0,0.000839757,0.001815945,0.002950465,0.004268642,0.005799724,0.007577451,0.009640681,0.012034089,0.014808929,0.018023862,0.021745838,0.026051002,0.031025631,0.036767018,0.043384291,0.050999062,0.059745818,0.069771933,0.081237134,0.094312245,0.109176996,0.126016677,0.145017406,0.166359851,0.190211272,0.216715933,0.24598407,0.278079898,0.313009378,0.350708803,0.391035448,0.433761693,0.478573938,0.525077291,0.572806503,0.621242829,0.669835713,0.718027464,0.765278607,0.811091509,0.855030129,0.89673436,0.935928206,0.972421839,1.006108256,1.036955703,1.064997248,1.090318867,1.113047197,1.1333379,1.151365223,1.16731311,1.181367993,1.193713213,1.204524921,1.213969269,1.222200657,1.229360819,1.235578551,1.240969908
aro10+0.9mM,3,0.0,0.00063815,0.001380265,0.002243128,0.003246182,0.004411923,0.005766363,0.007339537,0.009166085,0.011285892,0.013744799,0.016595379,0.019897776,0.023720594,0.028141815,0.033249725,0.0391438,0.045935495,0.053748857,0.06272086,0.073001326,0.084752274,0.098146511,0.113365233,0.130594443,0.150019938,0.171820714,0.196160689,0.223178813,0.252977797,0.285611993,0.321075213,0.359289572,0.400096677,0.443252539,0.488427502,0.535212101,0.583129171,0.631651748,0.680225509,0.728293798,0.775322865,0.820824947,0.864377113,0.905634491,0.944337268,0.980311646,1.013465587,1.043780575,1.071300788,1.096121013,1.11837445,1.138221235,1.155838275,1.171410665,1.185124789,1.19716303,1.20769994,1.21689964,1.224914254,1.231883123
aro10 +8mM,1,0.0,0.000106103,0.00022637,0.000362687,0.000517192,0.000692306,0.000890769,0.001115684,0.001370564,0.001659384,0.001986642,0.002357427,0.00277749,0.003253337,0.003792316,0.004402728,0.005093944,0.005876536,0.006762426,0.007765045,0.008899513,0.010182837,0.011634121,0.013274804,0.015128906,0.017223302,0.019587999,0.022256439,0.025265801,0.028657306,0.032476516,0.036773615,0.041603651,0.047026728,0.053108115,0.059918248,0.067532591,0.076031308,0.085498706,0.096022399,0.107692143,0.120598286,0.134829799,0.150471858,0.167602958,0.186291598,0.206592585,0.228543068,0.252158471,0.277428542,0.304313779,0.332742545,0.362609195,0.393773501,0.426061622,0.459268772,0.493163591,0.527494089,0.561994876,0.596395256,0.630427665
aro10 +8mM,2,0.0,9.728e-05,0.000208016,0.000334063,0.000477537,0.00064084,0.000826705,0.001038241,0.001278981,0.001552942,0.001864687,0.002219401,0.002622974,0.003082091,0.003604339,0.004198328,0.004873815,0.005641862,0.006514992,0.007507378,0.008635043,0.009916088,0.011370931,0.013022586,0.014896943,0.017023089,0.019433635,0.022165066,0.025258098,0.028758042,0.032715153,0.037184964,0.04222857,0.047912848,0.054310577,0.061500426,0.069566749,0.078599158,0.088691797,0.099942256,0.112450075,0.126314755,0.141633253,0.158496905,0.176987812,0.197174697,0.219108381,0.242817009,0.268301298,0.295530096,0.324436642,0.354915905,0.386823411,0.419975867,0.454153824,0.489106429,0.524558129,0.560217021,0.595784311,0.630964257,0.665473902
aro10 +8mM,3,0.0,0.000228962,0.000487674,0.000779983,0.001110233,0.00148332,0.001904765,0.002380791,0.00291841,0.003525519,0.004211006,0.004984871,0.005858358,0.0068441,0.007956276,0.009210792,0.01062547,0.012220252,0.014017426,0.016041866,0.018321279,0.020886473,0.023771622,0.027014543,0.030656964,0.03474477,0.039328236,0.044462203,0.0502062,0.056624473,0.063785902,0.071763768,0.080635331,0.090481187,0.101384343,0.113428991,0.12669892,0.14127555,0.157235561,0.17464814,0.193571851,0.214051232,0.236113202,0.259763456,0.284983049,0.311725399,0.33991399,0.369441033,0.400167335,0.431923549,0.464512924,0.497715509,0.531293696,0.564998819,0.59857843,0.631783819,0.664377297,0.696138798,0.726871424,0.756405666,0.784602155
